Name	Id
Dorit Baras	28328
Doron Chen	6845
Doron Cohen	30652
Doron Rotem	4885
Dorota Glowacka	29116
Dorothea Wagner	32659
Dorothea Wiesmann	16216
Doruk Sart	20032
Dotan Barak	21591
Dotan Di Castro	15164
Dou Shen	3410
Doug Bateman	11218
Doug Beeferman	27033
Doug Burdick	11149
Doug Doole	13072
Doug Downey	17276
Doug Fang	2926
Doug Ierardi	34400
Doug Inkster	1947
Doug McMahon	12150
Doug Mewhort	34811
Doug Newcomb	20348
Doug Nychka	32688
Doug Sharp	27155
Doug Warner	29042
Dougal J. Sutherland	27911
Douglas A. Newlands	27051
Douglas A. Talbert	28739
Douglas B. Terry	14025
Douglas Banks	16293
Douglas Brewer	5925
Douglas Burdick	2692
Douglas D. Brown	706
Douglas Dowie	30690
Douglas H. Fisher	18808
Douglas Holt	25455
Douglas J. Lorch	6777
Douglas J. Slotta	28663
Douglas K. Barry	10021
Douglas Lee Schales	8704
Douglas M. Bates	14619
Douglas M. Campbell	33956
Douglas N. Gordin	13857
Douglas P. Metzler	30074
Douglas R. Cutting	4747
Douglas R. Heisterkamp	32685
Douglas R. Hundley	33140
Douglas R. Smith	17159
Douglas S. Kerr	16725
Douglas S. Stones	35574
Douglas Salane	26119
Douglas Schneider	11966
Douglas Stott Parker Jr.	7326
Douglas Thain	14094
Douglas Tolbert	15679
Douglas Turnbull	26429
Douglas W. Cornell	3269
Douglas W. Oard	4223
Dov M. Gabbay	16327
Doyen Sahoo	28670
Doyle Weishar	87
Dragan Gasevic	7883
Dragan Milchevski	30113
Dragan Stojanovic	33877
Dragan Tomic	7964
Dragoljub Pokrajac	32912
Dragomir Anguelov	27764
Dragomir R. Radev	4374
Dragomir Yankov	17599
Dragos C. Anastasiu	30268
Dragos D. Margineantu	3487
Dragutin Petkovic	12724
Drahomira Herrmannova	14746
Drew Ditto	16057
Dries F. Benoit	20263
Dries Van Dyck	19945
Dritan Bleco	24018
Dror Rawitz	33251
Dror Weitz	16106
Du Q. Huynh	2434
Du Zhang	18342
Duane Edgington	8269
Duane Searsmith	23100
Duane Szafron	3242
Duangmanee Putthividhya	15599
Duc Thanh Tran	4405
Duc-Son Pham	19220
Duc-Vu Tran	36026
DucDung Nguyen	25749
Duck-Ho Bae	35002
Duen Horng (Polo) Chau	13558
Duen Horng Chau	4989
Duen-Chuan Yang	37148
Duen-Ren Liu	4976
Duhai Alshukaili	24650
Duk L. Na	36270
Duk whan Oh	32356
Dulce B. Ponceleon	30315
Duminda Wijesekera	16255
Dumitru Roman	15733
Duncan A. Buell	29112
Duncan Barrack	19598
Duncan H. Lawrie	4423
Duncan J. Watts	4021
Duncan McDougall	31247
Duncan Yung	9754
Dung D. Le	32773
Dung D. Vu	14187
Dung T. Nguyen	12746
Dunja Mladenic	3462
Dunren Che	2600
Duo Ding	30246
Duo Zhang	22883
Duong Chi Thang	13784
Duri Schmidt	784
Durvasula V. L. N. Somayajulu	22412
Dushan Z. Badal	12305
Dushyanth Narayanan	2908
Dustin Bortner	9739
Dustin Hillard	15205
Dustin Lange	34552
Duy Dinh	35844
Duy Tin Truong	21052
Duy Vu	21337
Duy-Dinh Le	9854
Duy-Hung Phan	6462
Duygu Ucar	25959
Dwaipayan Roy	31459
Dwi A. P. Rahayu	21692
Dwi H. Widyantoro	19445
Dwight E. Nelson	3509
Dwight McNeill	25990
Dyaa Albakour	4704
Dyce Jing Zhao	23992
Dylan Hutchison	13482
Dyng Au	18069
Dyut Kumar Sil	36362
Dzintars Avots	23654
Dzung Hong	29410
E. A. Komissartschik	31211
E. A. Roman	24144
E. Ann Furr Petersen	3327
E. B. Brownrigg	16904
E. Badescu	17169
E. Daniel Hirleman	26777
E. F. Codd	11051
E. James Harner	23221
E. Jason Riedy	4024
E. K. Park	25426
E. Konrad	31693
E. Lindsay	2107
E. M. Oblow	33961
E. Michael Maximilien	2081
E. Nahouraii	15934
E. O. Onuegbe	9808
E. Patrick Shironoshita	1506
E. R. Warkentine	14090
E. Raban	16124
E. S. Cosloy	15762
E. Segal	30860
E. Sithirasenan	10710
E. Vervaet	1021
E. Zukovsky	16127
Ea-Ee Jan	36838
Eacute;lisa Fromont	10232
Eacute;milien Antoine	8864
Eacute;ric Gaussier	3469
Eacute;ric Villemonte de la Clergerie	35541
Eacute;rick Lopez-Ornelas	6141
Eacute;va Tardos	26936
Eamonn Ferguson	18365
Eamonn J. Keogh	2516
Eamonn Newman	31789
Earl D. Sacerdoti	16985
Earl F. Ecklund Jr.	417
Earl Hunt	29500
Earl R. Goodrich II	12321
Earl T. Barr	32535
Earl W. Bailey	30564
Earo Wang	19388
Ebbe Nielsen	16840
Eben M. Haber	1885
Eberhard Heuel	183
Ebrahim Bagheri	14759
Ebrahim Nageba	1281
Ebru Ersan	11530
Ebru Kilic	2047
Ed Greengrass	20311
Ed H. Chi	4360
Ed Huai-hsin Chi	27280
Ed Lazowska	13475
Ed Triou	12734
Ed Willis	28440
Eddie C. Shek	10188
Eddy Forte	1016
Eddy Maddalena	31046
Edel Greevy	31009
Eden Shochat	11918
Eder Ferreira Martins	30617
Edgar Acuntilde;a	22954
Edgar B. Wendlandt	30605
Edgar Chaacute;vez	6611
Edgar Cooper	36472
Edgar E. Vallejo	21074
Edgar Gonzaacute;lez	19355
Edgar H. Sibley	160
Edgar Hotz	25427
Edgar Martinez	33561
Edgar Meij	4528
Edgar Rowton	28907
Edgar Sommer	26804
Edgard Lawson	23060
Edgardo Avileacute;s-Loacute;pez	7856
Edi Fontana	11670
Edie M. Rasmussen	4424
Edie Rasmussen	30319
Edimar Manica	15
Edisanter Lo	27904
Edison L. Ting	13626
Edison Ting	8733
Edisson Braga Arauacute;jo	32322
Edith Cohen	10572
Edith Law	25259
Edith Schonberg	25512
Ediz Saykol	16621
Edleno Silva de Moura	5634
Edmond Chow	17948
Edmond Lau	16383
Edmond Mesrobian	25536
Edmondo Trentin	26236
Edmund Freeman	3768
Edmund Jon Deoon Lee	10526
Edmund M. Clarke	16221
Edmund Wong	13776
Edmundo Roberto Mauro Madeira	547
Edna Grossman	25978
Edo Liberty	15368
Edoardo Basili	12524
Edoardo M. Airoldi	3655
Edoardo Patti	24265
Edoardo Pignotti	24288
Edoardo Serra	2504
Eduard C. Dragut	4886
Eduard Constantin Dragut	1432
Eduard Grouml;ller	3921
Eduard H. Hovy	2808
Eduard Hoenkamp	29237
Eduarda Mendes Rodrigues	29245
Eduardo Arintilde;o de la Rubia	25568
Eduardo B. Fernaacute;ndez	1409
Eduardo Bezerra da Silva	8944
Eduardo Blancas Reyes	25239
Eduardo Cunha de Almeida	6076
Eduardo Delgado Assad	2871
Eduardo F. Galvez	2931
Eduardo Fernaacute;ndez-Medina	847
Eduardo Freire Nakamura	14445
Eduardo Graells-Garrido	31465
Eduardo J. Ruiz	15246
Eduardo M. Barbosa	11868
Eduardo Mena	9595
Eduardo R. Hruschka	22980
Eduardo S. Ogasawara	13114
Eduardo Sany Laber	36684
Eduardo Teixeira Cardoso	36688
Eduardo Valle	2861
Edward A. Fox	4168
Edward Abel	12371
Edward B. Altman	13978
Edward Bortnikov	30226
Edward Casey Kenley	23261
Edward Chan	1358
Edward Choi	23248
Edward Clarkson	26945
Edward Curry	13359
Edward Cutrell	4680
Edward D. Lazowska	6883
Edward F. Gehringer	34091
Edward Gaere	23290
Edward Gan	12760
Edward Haslam	10125
Edward Herskovits	25474
Edward Hung	7586
Edward J. McCluskey	6003
Edward K. F. Dang	37003
Edward K. Smith	8866
Edward Kei Shiu Ho	32226
Edward L. Robertson	23448
Edward L. Wimmers	12401
Edward Lafferty	372
Edward Lank	32040
Edward M. L. Peters	17833
Edward M. McCreight	14313
Edward M. Prell	7705
Edward Ma	14632
Edward Maros	2266
Edward Mazur	13965
Edward N. May	16417
Edward Omiecinski	2206
Edward P. F. Chan	2953
Edward R. Dougherty	26518
Edward Raff	28837
Edward Sciore	745
Edward Shen	27609
Edward Snelson	30420
Edward Tersoo Apeh	17752
Edward W. Winters	12583
Edward Y. Chang	1660
Edwin B. Parker	32162
Edwin K. Silverman	19750
Edwin M. Knorr	2982
Edwin O. Heierman III	21470
Edwin P. D. Pednault	5094
Edwin R. Childers	6431
Edwin Seputis	11182
Edwin Valentijn	36264
Edwina L. Rissland	31461
Edy Portmann	34658
Edyta Kalka	12613
Ee-Chien Chang	27665
Ee-Peng Lim	2219
Eemil Lagerspetz	29778
Eenjun Hwang	10757
Eerika Savia	31791
Eero Sormunen	30338
Eero Vainikko	36871
Eeshan Wagh	19798
Effrosini Kokiopoulou	20618
Efstathios Stamatatos	4232
Efstathios V. Ioannidis	1460
Efstratios Bourtsoukidis	26266
Efstratios Gallopoulos	19169
Efthimis N. Efthimiadis	29735
Efthymia Tsamoura	8320
Eftychia Baikousi	9068
Egemen Tanin	770
Egemen Tas	26260
Egidio L. Terra	31621
Egidio Terra	35748
Egon L. van den Broek	32351
Egor Samosvat	15141
Egor V. Kostylev	23785
Ehsan Nazerfard	18723
Ehsan Sheybani	3540
Ehsan Vossough	328
Ehtesham Haque	4035
Ehud Gudes	2949
Ehud Reiter	27086
Eibe Frank	3355
Eija Airio	29712
Eiji Motohashi	21241
Eiji Toyosawa	21243
Eike Schallehn	2546
Eiko Kai	25722
Eiko Yoneki	14603
Eileen A. Ni	35061
Eileen Allen	31368
Eileen Fitzpatrick	3544
Eileen G. Abels	29518
Eileen Oi-Yan Mak	16532
Eileen Tien Lin	11570
Eiman Elnahrawy	17031
Eiman Tamah Al-Shammari	32374
Einar Mykletun	24335
Einat Amitay	29628
Einat Kermany	28327
Einat Minkov	15622
Einat Neumann	19860
Eino Hinkkanen	27408
Einoshin Suzuki	6354
Eirik Bakke	12686
Eirik Dahle	15690
Eirinaios Michelakis	7838
Eirini C. Micheli	24410
Eirini Ntoutsi	3874
Eirini Spyropoulou	3495
Eisuke Kita	17305
Eitan Farchi	29982
Eitan Menahem	35796
Eivind Almaas	22278
Ekarin Varutbangkul	23062
Ekaterina Gladkikh	26185
Ekaterini Ioannou	1738
Ekow J. Otoo	15905
Ekrem Duman	18161
Ekrem Soylemez	10584
El Kindi Rezig	7244
Ela Hunt	2928
Ela Weinsberg	36696
Elad Kravi	12348
Elad Shahar	31723
Elad Verbin	14242
Elad Yom-Tov	2813
Elaheh Kamaliha	17378
Elaheh Pourabbas	1091
Elaine Angelino	27870
Elaine G. Toms	4275
Elaine M. Raybourn	22252
Elaine O. Nsoesie	33091
Elaine Qing Chang	2821
Elaine R. Dobinson	3331
Elaine Shi	12859
Elaine Toms	4084
Elanor Colleoni	27141
Elarbi Choukhmane	23719
Elbio Renato Torres Abib	14771
Eldad Haber	32959
Eldar Sadikov	14691
Eleanor Ainy	23919
Eleazar Eskin	809
Eleftherios Kalogeros	23975
Eleftherios Tiakas	2720
Elena Agapie	29590
Elena Baralis	6659
Elena Camossi	24000
Elena Demidova	5451
Elena Eneva	26589
Elena Ferrari	1089
Elena Garciacute;a Barriocanal	1907
Elena Ikonomovska	21199
Elena Kakoulli	11337
Elena Messina	34207
Elena P. Sapozhnikova	21232
Elena Paslaru Bontas Simperl	4126
Elena Pourmal	25182
Elena Sivogolovko	25008
Elena Smirnova	31144
Elena Tabet	7830
Elena Treshcheva	4108
Elena Vasilyeva	10625
Elena Zheleva	14942
Elena Zotkina	13588
Eleni K. Argiri	29614
Eleni Petraki	12520
Eleni Stroulia	26155
Eleni Tzirita Zacharatou	12993
Eleonora Ciceri	9376
Elhadji Mamadou Nguer	4859
Elham Akbari Azirani	8245
Elham Fazli	11834
Elham Hoseini	19641
Elham Naghizade	34688
Elham Shaabani	25701
Eli Cortez	10598
Eli Upfal	5964
Elia Porciani	30899
Eliana Salvemini	20803
Elias Alevizos	25125
Elias Bareinboim	23317
Elias Berelian	16623
Elias Boutros Khalil	25562
Elias Egho	17243
Elias Frentzos	5492
Elias Koutsoupias	23414
Elias Pampalk	27375
Elias Stehle	13042
Elias Tzortzakakis	390
Elie Challita	22607
Elie Merhej	34539
Eliezer Kantorowitz	8303
Eliezer L. Lozinskii	7969
Eliezer Levy	13374
Elif Aktolga	30562
Elif Eser	20025
Elif Kamer Karatas	18439
Elijah Mayfield	26735
Elinor Brondwine	4286
Elio Damaggio	12463
Elio Lozano	22953
Elio Masciari	16670
Eliot L. Siegel	16578
Elisa Bertino	308
Elisa Boari de Lima	32841
Elisa Gao	21649
Elisa Menendez	24741
Elisa Quintarelli	638
Elisabeth Georgii	22546
Elisabeth Maria Brauml;ndle	20084
Elisabeth Meacute;tais	16238
Eliseo Clementini	1676
Eliyahu Safra	16937
Eliza Chang	28630
Elizabeth A. M. Shriver	16300
Elizabeth A. Unger	12039
Elizabeth Chang	5446
Elizabeth D. Liddy	4690
Elizabeth Durham	24269
Elizabeth F. Churchill	15278
Elizabeth F. Ryder	27797
Elizabeth G. Hetzler	33838
Elizabeth Hamel	16898
Elizabeth J. O'Neil	1928
Elizabeth Krawczynska	22321
Elizabeth N. Fong	378
Elizabeth Roman	13186
Elizabeth S. Burnside	18616
Elizabeth Searles	25458
Elizabeth Shoop	26749
Elizabeth Shriver	33563
Elizabeth Sugar Boese	35935
Elizabeth Wu	23280
Eljas Soisalon-Soininen	3027
Elke A. Rundensteiner	112
Elke Achtert	6833
Elke Mittendorf	32323
Elke Radeke	11286
Ella Bingham	18955
Ella Bolshinsky	29125
Ella Rabinovich	32266
Ellen E. Boughter	11140
Ellen J. Oliver	11615
Ellen K. Hughes	22757
Ellen L. Drascher	15894
Ellen L. Goode	15830
Ellen M. Voorhees	4147
Ellen Munthe-Kaas	8457
Ellen Spertus	27866
Ellery Wulczyn	28498
Elliot K. Kolodner	13344
Ellis E. Chang	12183
Ellis Horowitz	765
Elmar Haussmann	15272
Elmar Hauszlig;mann	30382
Elmer Garduntilde;o	35315
Elnaz Bigdeli	35903
Elnaz Delpisheh	20095
Elodie Faath	35395
Eloiuml;se Loubier	35952
Eloy Opisso	19423
Els Laenens	14292
Elsa Loekito	28931
Elsayed A. Sallam	5137
Elth Ogston	36577
Elton Domnori	13888
Elvira Schaefer	16704
Ely Porat	23798
Ema Nemes	16962
Emaad A. Manzoor	27554
Emad Soroush	10351
Eman Abdu	26118
Eman Anwar	13160
Emanuel G. Mamatas	10149
Emanuel Sallinger	12374
Emanuel Taropa	24406
Emanuel Zgraggen	11319
Emanuele Della Valle	1523
Emanuele Di Buccio	4089
Emanuele Gatti	17319
Emanuele Lapponi	19080
Emanuele Panzeri	31185
Emanuele Pianta	4430
Emanuele Rabosio	4767
Emanuele Santos	5274
Emelie Kullmann	37154
Emeric Viel	7127
Emi Ishida	4478
Emi Ishita	35613
Emile C. Chi	30542
Emile Jorgenson	26469
Emilia Kacprzak	31589
Emilia Oikarinen	33152
Emilie Morvant	21307
Emilio Benfenati	3711
Emilio Carrizosa	21941
Emilio Corchado	17602
Emilio Ferrara	36621
Emilio Frazzoli	25629
Emilio Luque	16930
Emilio Soria-Olivas	17648
Emilio Zagheni	15056
Emily B. Fox	27775
Emily Cohn	26078
Emily Denton	25546
Emily G. Fayen	31402
Emily Hill	11841
Emily Law	6283
Emily Vardell	31407
Emin Aksehirli	21708
Emine Yilmaz	4310
Emir Esmerdag	20644
Emir Muntilde;oz	14819
Emir Pasalic	12580
Emiran Curtmola	9695
Emma Nicol	31959
Emma Pierson	27035
Emma Tonkin	21006
Emmanouil Mentzakis	15556
Emmanouil Valsomatzis	24806
Emmanouil Zampetakis	24007
Emmanuel Cecchet	11353
Emmanuel Coquery	1047
Emmanuel D. Pontikakis	16612
Emmanuel Filiot	23679
Emmanuel Malherbe	31365
Emmanuel Muuml;ller	3891
Emmanuel Onuegbe	24660
Emmanuel Orsini	23345
Emmanuel Risler	24161
Emmanuel Stefanakis	10151
Emmanuel Viennet	3860
Emmanuel Waller	1075
Emory Creel	27969
Emran Qureshi	13266
Emre Bakkal	31703
Emre Chasan Moustafa	8846
Emre Eftelioglu	20548
Emre Erdogan	32641
Emre Karakoccedil;	3842
Emre KicKiman	26437
Emre Kiciman	14888
Emre Sarigouml;l	7311
Emre Sefer	20778
Emre Sonmez	11546
Emre Varol	30666
Emre Velipasaoglu	29417
Emre Yigitoglu	9219
Emre Yilmaz	25899
Emy Tseng	14635
Ende Zhang	8023
Endong Xun	4627
Endre Boros	32444
Endre Palatinus	16345
Eneko Agirre	29742
Enela Pema	23867
Eneldo Loza Menciacute;a	19314
Eng Soon Teo	20286
Eng-Kee Kwang	15682
Engelbert Mephu Nguifo	3902
Enghin Omer	23266
Engin Demir	29972
Enhong Chen	10423
Enhua Tan	27837
Eniko Szekely	21521
Enis Ceyhun Alp	26500
Enoch Peserico	32357
Enpeng Yao	29719
Enquan Ge	24527
Enric Junqueacute; de Fortuny	20881
Enric Mayol	1388
Enrico Bertini	3608
Enrico Blanzieri	33486
Enrico Franconi	11274
Enrico Gallinucci	24903
Enrico Gobbetti	36893
Enrico Iori	11766
Enrico Macii	24263
Enrico Minack	29584
Enrico Nardelli	1159
Enrico Palumbo	35437
Enrico Perri	22158
Enrico Ronchetti	24668
Enrico Siragusa	1978
Enrico Zimuel	16711
Enrique Alfonseca	4129
Enrique Amigoacute;	29179
Enrique Friacute;as-Martiacute;nez	11751
Enrique H. Ruspini	16373
Enrique Henestroza	35907
Enrique Mafla	9512
Enrique Puertas Sanz	29392
Enrique Robledo-Arnuncio	30084
Enrique Valleacute;s	35915
Entong Shen	6514
Enver Kayaaslan	30644
Enxun Wei	24358
Enya Kong Tang	36715
Enyang Zhang	24213
Enzo Cialini	12792
Enzo Veltri	12786
Eoghan Furey	25268
Epaminondas Kapetanios	37130
Ephraim Korach	24252
ErHeng Zhong	17690
Eran Balan	24653
Eran Gabber	8266
Eran Messeri	30404
Eran Palmon	13669
Eran Rom	6842
Eran Shaham	23097
Eran Tuv	1712
Eran Yahav	15351
Erdal Kuzey	37142
Erdem Sarigil	35128
Erdogan Dogdu	13503
Erel Uziel	31190
Eren Manavoglu	15082
Erez Shmueli	756
Erfan Salavati	17891
Erfan Tavakoli	27630
Erfan Zamanian	4917
Ergin Elmacioglu	1741
Erhard Rahm	139
Erheng Zhong	25361
Eri Kobayashi	33191
Eric A. Brewer	1998
Eric A. Domeshek	15893
Eric A. Gratta	11839
Eric Amiel	3101
Eric Bae	18122
Eric Bair	3863
Eric Baucom	35163
Eric Bax	15422
Eric Bibelnieks	28310
Eric Bloedorn	12440
Eric Bouillet	13809
Eric Breck	26043
Eric Brill	28119
Eric Bruno	21522
Eric C. Jensen	18351
Eric Chang	26478
Eric Chu	1879
Eric Crestan	15360
Eric Cronin	6328
Eric D. Kolaczyk	18402
Eric Deschdt	6850
Eric Dettinger	12733
Eric Dubois 0001	10628
Eric Dujardin	3103
Eric Dull	24922
Eric Eaton	19814
Eric Eilertson	32578
Eric Fleury	21540
Eric Freeman	1838
Eric G. Manning	16340
Eric Gottschalk	3403
Eric Gribkoff	23620
Eric Heiden	14369
Eric Heim	33146
Eric Hirschorn	13555
Eric Horvitz	4412
Eric Hsueh-Chan Lu	26886
Eric Hughes	691
Eric J. Byrne	5432
Eric J. Glover	35617
Eric J. Johnson	5431
Eric K. Clemons	16540
Eric K. Ringger	25777
Eric K. Y. Ho	28335
Eric Ka Ka Ng	9434
Eric Lagergren	31308
Eric Lemar	3262
Eric Lemoine	24933
Eric Li	16479
Eric Liang	11169
Eric Lo	2358
Eric Louie	16868
Eric Lund	10064
Eric M. H. Lee	19975
Eric Mackie	29901
Eric Malmi	25758
Eric Martin	23405
Eric Matthews	25144
Eric Mays	11641
Eric Mjolsness	27032
Eric Moore	32167
Eric N. Hanson	962
Eric Neilson	22150
Eric Nettleton	17868
Eric Nichols	19405
Eric Nyberg	30498
Eric P. Xing	12128
Eric Palacios	19753
Eric Paquet	22074
Eric Pascual	18204
Eric Peukert	4777
Eric Potash	26463
Eric Prud'hommeaux	24686
Eric R. Schendel	9985
Eric Regener	7210
Eric Reiman	25874
Eric Robinson	12944
Eric Rollins	11308
Eric Rozier	26468
Eric S. Chan	2036
Eric S. Lee	36547
Eric SanJuan	4158
Eric Schulman	34951
Eric Schwartz	26719
Eric Sedlar	12865
Eric Simon	1709
Eric Torng	10897
Eric Tschetter	12246
Eric Verbeek	21182
Eric W. Brown 0001	4343
Eric W. Su	10674
Eric Wang	13775
Eric Yeh	34576
Eric Yi Liu	8708
Eric van den Berg	22511
Erica Briscoe	28872
Erica Cooper	30091
Erica Klampfl	20926
Erich Grauml;del	23846
Erich J. Neuhold	843
Erich Kummerfeld	26219
Erich M. Nahum	5813
Erich Marth	8343
Erich Muuml;ller	5287
Erich Schubert	6835
Erick Cantuacute;-Paz	15430
Erick R. Fonseca	32857
Erietta Liarou	5252
Erik Agterdenbos	24374
Erik Behrends	24711
Erik Boertjes	29968
Erik Borra	32385
Erik Buchmann	3157
Erik Cambria	17208
Erik Dovgan	24868
Erik Duval	1019
Erik Edrosa	34994
Erik Elgersma	31731
Erik F. Tjong Kim Sang	30391
Erik G. Hoel	829
Erik Ismert	13220
Erik L. Johnson	27985
Erik Mannens	14307
Erik Marcade	28511
Erik Meijer	13273
Erik Mellegacirc;rd	19110
Erik Nijkamp	10681
Erik Ordentlich	32262
Erik Pasche	21316
Erik Paulson	13062
Erik Riedel	11161
Erik Rolland	21347
Erik Saule	32598
Erik Scharwauml;chter	18217
Erik Thomsen	34276
Erik Tromp	17557
Erik Vee	7410
Erik Wilde	4301
Erik Zeitler	8079
Erika Anderson	14072
Erika F. de Lima	30109
Erika Vilches	21072
Erika Yumiya	36391
Erin K. Grey	28718
Erion Plaku	32736
Erisa Terolli	29086
Erjia Yan	34387
Erkan Uyar	29492
Erkang You	14837
Erkang Zhu	10894
Erkay Savas	8734
Erkin Demirtas	26508
Erman Balcik	31331
Erman Pattuk	4998
Ermelinda Oro	35925
Ernest A. Hershey III	11190
Ernest Monga	23278
Ernest P. Chan	28615
Ernest Szeto	5015
Ernest Teniente	3287
Ernest V. Garcia	22322
Ernestina Menasalvas Ruiz	28832
Ernesto Damiani	10862
Ernesto Diaz-Aviles	35625
Ernesto Jimeacute;nez-Ruiz	12821
Ernesto Lastres	19000
Ernesto Pimentel	1077
Ernesto William De Luca	4594
Ernst J. Schuegraf	30849
Erol Gelenbe	6256
Erran L. Li	7165
Ertem Tuncel	5735
Ervina Cergani	36071
Erwan Loisant	10141
Erwin Laure	16883
Erwin Leonardi	8986
Esa Junttila	27619
Esen A. Ozkarahan	4666
Eser Ayguuml;n	10252
Eser Kandogan	14476
Eser Suuml;kan	8776
Eshita Mutt	21299
Eshref Januzaj	25119
Esin Saka	8259
Eskinder Sahle	29340
Esko Ukkonen	23752
Eslam Elsawy	33585
Eslam Hussein	13724
Esperanza Manso Martiacute;nez	21374
Esperanza Marcos	848
Esraa Ali	31893
Essam Mansour	2366
Esteban Arcaute	11398
Esteban Garciacute;a-Cuesta	27934
Esteban Zimaacute;nyi	16027
Ester Livshits	23762
Ester M. Mungure	9680
Estevam R. Hruschka Jr.	14826
Estevam Rafael Hruschka Junior	19317
Esther Galbrun	10294
Esther Pacitti	2790
Esther Ryvkina	5686
Ethan Atkins	13777
Ethan L. Miller	7237
Ethan R. Elenberg	25494
Ethan Thornburg	27356
Ethan V. Munson	34136
Ethan Waytas	10486
Ethem F. Can	30414
Etienne Cuvelier	22426
Etienne Riviere	35379
Etsuo Itoh	31083
Ettore Merlo	12670
Ettore Ritacco	32588
Etzard Stolte	6539
Eufemia Tinelli	36155
Eugeacute;nio C. Oliveira	19804
Eugen C. Buehler	26408
Eugen Munteanu	30339
Eugen Popovici	31145
Eugene Agichtein	4218
Eugene Davydov	28377
Eugene G. Monaco	4746
Eugene Inseok Chong	1809
Eugene J. Shekita	1799
Eugene Kharitonov	15378
Eugene Kogan	12661
Eugene Lahou	10630
Eugene Pinsky	23841
Eugene Shih	13757
Eugene Szedenits Jr.	14583
Eugene Wong	11009
Eugene Wu 0002	5480
Eugene Zhen Ye Goh	14614
Eugenia Giraudy	28342
Eugenia Suyargulova	19085
Eugenio Cesario	22596
Eugenio Di Sciascio	25074
Eugenio Zimeo	25138
Eui Chul Richard Shin	22483
Eui-Hong Han	12153
Eui-Hong Sam Han	33088
Eul Gyu Im	35871
Eun Kyo Park	36199
Eun Yong Kang	5410
Eun-Kyu Lee	25221
Eun-Mi Lee	324
Euna Jeong	37041
Eunhee Rhim	36915
Eunice W. Lumsden	12673
Eunjin Jung	33694
Eunjoon Cho	28748
Eunshin Byon	32832
Eunyee Koh	15033
Eunyoung Kim	33632
Euripides G. M. Petrakis	1735
Euripides Sotiriades	24330
Euthimios Panagos	1325
Eva L. Dyer	32651
Eva Maria Muntilde;oz Navarro	24847
Eva Sitaridi	7060
Eva Zangerle	19342
Evaggelia Pitoura	267
Evan Heit	17519
Evan Hoke	16545
Evan K. Maxwell	28136
Evan Kirshenbaum	25815
Evan Kodra	26291
Evan P. C. Jones	5230
Evan P. Harris	2572
Evan Picard	28632
Evan R. Sparks	6694
Evan W. Steeg	16453
Evan Watkins	24217
Evan Wei Xiang	20871
Evan Welbourne	12913
Evan Ye	11779
Evandrino G. Barros	9223
Evandro Bacarin	548
Evangelia A. Sitaridi	2197
Evangelia Christakopoulou	25620
Evangelia Kalyvianaki	6176
Evangelos Angelou	13255
Evangelos Dellis	16434
Evangelos E. Kotsifakos	22076
Evangelos E. Milios	5405
Evangelos E. Papalexakis	3001
Evangelos Eleftheriou	6433
Evangelos Kanoulas	4081
Evangelos Kotsakis	25225
Evangelos Pournaras	23293
Evangelos Sakkopoulos	36005
Evangelos Simoudis	25528
Evangelos Theodoridis	1135
Evangelos Zirintsis	16246
Evans Hsu	28308
Evelin Carvalho Freire de Amorim	36687
Evelina Di Corso	24298
Eveline Hoekx	21850
Evelyne Tzoukermann	31162
Evelyne Viegas	4502
Everaldo Aguiar	28078
Evgeni Tsivtsivadze	33137
Evgenios M. Kornaropoulos	14697
Evgeniy Gabrilovich	4425
Evgeny A. Stepanov	21990
Evgeny Burnaev	18458
Evgeny Dantsin	23808
Evgeny Grechnikov	33411
Evgeny Kharlamov	12819
Evgeny Sherkhonov	23760
Evgeny Sokolov	36927
Evgueni Fadeitchev	23876
Evgueni N. Smirnov	17953
Evi Yulianti	30131
Evica Ilieva	35629
Evica Milchevski	8485
Evimaria Terzi	2801
Evren Ayorak	8033
Evrim Acar	17804
Ewa Deelman	1985
Ewa Jaslikowska	11443
Ewing L. Lusk	12140
Eyad Elyan	29260
Eyad Saleh	497
Eyal Altshuler	14638
Eyal Krikon	29948
Eyal Margalit	35812
Eyal Rozenberg	15929
Eyal Zohar	15487
Eyk Kny	25227
Eyke Huuml;llermeier	678
Eytan Adar	14682
Eytan Bakshy	14830
Ezio Lefons	16524
F. Andersen	12473
F. Artiles	27420
F. Braz	10891
F. Ho	11768
F. I. Smith	9370
F. J. Smith	31382
F. Jack Smith	31279
F. Kiel	13706
F. Lamperti	23987
F. M. Monette	16788
F. Manfredi	23806
F. Michael Waas	11211
F. Onur Kutlubay	10451
F. P. Scrocco	24054
F. R. Campagnoni	29468
F. R. Leatilde;o	16272
Fa Shao	20035
Faacute;bio Porto	6555
Fabian Abel	36168
Fabian Dill	3834
Fabian Gieseke	18055
Fabian Hueske	2762
Fabian Kaiser	30245
Fabian Keller	5592
Fabian Kliebhan	23924
Fabian L. Wauthier	29022
Fabian Laforet	22637
Fabian M. Suchanek	387
Fabian Moerchen	21978
Fabian Mouml;rchen	25477
Fabian Nagel	10823
Fabian Panse	7116
Fabian Peternek	6105
Fabian Prasser	25075
Fabian Schomm	1243
Fabian Zehner	20560
Fabiana Fournier	12651
Fabiano Beleacute;m	30616
Fabiano C. Botelho	33400
Fabiano Muniz Beleacute;m	29854
Fabien Azavant	16292
